Raid Report,Street Address,City ,State
"Report-3339: Sep. 23 4626 W Diversey Ave, Chicago, IL 60639","4626 W Diversey Ave, Chicago, IL 60639",,
"Report-3340: Sep. 23 IL-50 & W 51st St, Chicago, IL 60638","IL-50 & W 51st St, Chicago, IL 60638",,
"Report-3341: Sep. 23 S Archer Ave & S Damen Ave, Chicago, IL 60608","S Archer Ave & S Damen Ave, Chicago, IL 60608",,
"Report-3342: Sep. 23 727 E 111th St, Chicago, IL 60628","727 E 111th St, Chicago, IL 60628",,
"Report-3343: Sep. 23 Moran St & Cora St, Joliet, IL 60435","Moran St & Cora St, Joliet, IL 60435",,
"Report-3344: Sep. 23 432 W Newport Rd, Hoffman Estates, IL 60169","432 W Newport Rd, Hoffman Estates, IL 60169",,
"Report-3345: Sep. 23 4605 W Cermak Rd, Cicero, IL 60804","4605 W Cermak Rd, Cicero, IL 60804",,
"Report-3346: Sep. 23 3014 W 39th Pl, Chicago, IL 60632","3014 W 39th Pl, Chicago, IL 60632",,
"Report-3347: Sep. 23 E Division St & S Briggs St, Lockport, IL 60441","E Division St & S Briggs St, Lockport, IL 60441",,
"Report-3348: Sep. 23 1813 N Kedzie Ave, Chicago, IL 60647","1813 N Kedzie Ave, Chicago, IL 60647",,
"Report-3349: Sep. 23 3034 W Foster Ave, Chicago, IL 60625","3034 W Foster Ave, Chicago, IL 60625",,
"Report-3350: Sep. 23 W 48th St & S Racine Ave, Chicago, IL 60609","W 48th St & S Racine Ave, Chicago, IL 60609",,
"Report-3351: Sep. 23 W 71st St & S Hamlin Ave, Chicago, IL 60629","W 71st St & S Hamlin Ave, Chicago, IL 60629",,
"Report-3352: Sep. 23 8101 N Stemmons Fwy, Dallas, TX 75247","8101 N Stemmons Fwy, Dallas, TX 75247",,
"Report-3353: Sep. 23 S California Ave & W 51st St, Chicago, IL 60632","S California Ave & W 51st St, Chicago, IL 60632",,
"Report-3354: Sep. 23 246 Galewood Dr, Bolingbrook, IL 60440","246 Galewood Dr, Bolingbrook, IL 60440",,
Report-3355: Sep. 23 ,,,
"Report-3356: Sep. 23 5243 S Fairfield Ave, Chicago, IL 60632","5243 S Fairfield Ave, Chicago, IL 60632",,
"Report-3357: Sep. 23 I-90 and W Fullerton Ave, Chicago, IL 60647","I-90 and W Fullerton Ave, Chicago, IL 60647",,
"Report-3358: Sep. 23 S 50th Ave & W 13th St, Cicero, IL 60804","S 50th Ave & W 13th St, Cicero, IL 60804",,
Report-3359: Sep. 22 21st and Rockwell,21st and Rockwell,,
Report-3360: Sep. 22 N California Ave & N Mozart St,N California Ave & N Mozart St,,
Report-3361: Sep. 22 ,,,
Report-3362: Sep. 22 59th and Ashland ,59th and Ashland ,,
Report-3363: Sep. 22 Richard st and 5th Ave,Richard st and 5th Ave,,
Report-3364: Sep. 22 ,,,
Report-3365: Sep. 22 79th and Western,79th and Western,,
Report-3366: Sep. 22 2233 W 79th,2233 W 79th,,
Report-3367: Sep. 22 55th and Maplewood,55th and Maplewood,,
Report-3368: Sep. 22 Damen and Jarvis,Damen and Jarvis,,
Report-3369: Sep. 22 ,,,
"Report-3370: Sep. 22 3 Friendship Plaza, Addison, IL 60101","3 Friendship Plaza, Addison, IL 60101",,
"Report-3371: Sep. 22 28th Street, 26th Street","28th Street, 26th Street",,
Report-3372: Sep. 22 Obama Dr. and Winchester,Obama Dr. and Winchester,,
Report-3373: Sep. 22 7400 west 72nd street,7400 west 72nd street,,
Report-3374: Sep. 22 63rd & Marshfield),63rd & Marshfield),,
Report-3375: Sep. 22 18th Pl and Oakley,18th Pl and Oakley,,
Report-3376: Sep. 22 44th and Ashland,44th and Ashland,,
Report-3377: Sep. 22 7355 s damen,7355 s damen,,
Report-3378: Sep. 22 eola and haffenrichter,eola and haffenrichter,,
Report-3379: Sep. 22 ,,,
Report-3380: Sep. 22 26th and western,26th and western,,
Report-3381: Sep. 22 64th  and 59th zip code 60185,64th  and 59th zip code 60185,,
Report-3382: Sep. 22 18th pl before Oakley,18th pl before Oakley,,
Report-3383: Sep. 22 4019 W. North Ave.,4019 W. North Ave.,,
Report-3384: Sep. 22 79th and Natoma Ave ,79th and Natoma Ave ,,
Report-3385: Sep. 22 east kedzie and cermak,east kedzie and cermak,,
"Report-3386: Sep. 22 1204 S Park Ave, Streamwood, IL 60107","1204 S Park Ave, Streamwood, IL 60107",,
Report-3387: Sep. 22 Streamwood Blvd,Streamwood Blvd,,
"Report-3388: Sep. 22 6001 Airport Rd, Gary, IN 46406","6001 Airport Rd, Gary, IN 46406",,
Report-3389: Sep. 22 ,,,
Report-3390: Sep. 22 60th and Dan Ryan Expwy,60th and Dan Ryan Expwy,,
Report-3391: Sep. 22 Wood and Blue Island,Wood and Blue Island,,
Report-3392: Sep. 22 54th and Kedzie,54th and Kedzie,,
Report-3393: Sep. 22 Butterfield and Mitchell,Butterfield and Mitchell,,
Report-3394: Sep. 22 1842 W 17th,1842 W 17th,,
Report-3395: Sep. 22 Western and Roosevelt,Western and Roosevelt,,
Report-3396: Sep. 22 4309 W HIRSCH ST,4309 W HIRSCH ST,,
Report-3397: Sep. 22 Rockwell and 19th,Rockwell and 19th,,
Report-3398: Sep. 22 ,,,
Report-3399: Sep. 22 1655 N Springfield Ave,1655 N Springfield Ave,,
Report-3400: Sep. 22 4900 S Kedzie,4900 S Kedzie,,
Report-3401: Sep. 22 Lawndale and Lemoyne,Lawndale and Lemoyne,,
Report-3402: Sep. 22 63 S Rockwell,63 S Rockwell,,
Report-3403: Sep. 22 Francisco and 63rd,Francisco and 63rd,,
Report-3404: Sep. 22 66th and Kedzie,66th and Kedzie,,
Report-3405: Sep. 22 55th and Kedzie,55th and Kedzie,,
Report-3406: Sep. 22 ,,,
Report-3407: Sep. 22 35th place and Washtenaw Ave,35th place and Washtenaw Ave,,
Report-3408: Sep. 21 ,,,
"Report-3409: Sep. 21 Kedzie and Armitage, 60647","Kedzie and Armitage, 60647",,
"Report-3410: Sep. 21 61st and Cottage Grove, 60637","61st and Cottage Grove, 60637",,
"Report-3411: Sep. 21 51st and Hoyne, 60609","51st and Hoyne, 60609",,
Report-3412: Sep. 21 ,,,
Report-3413: Sep. 21 La Azteca,La Azteca,,
"Report-3414: Sep. 21 28th & Trumbull, 60623","28th & Trumbull, 60623",,
Report-3415: Sep. 21 2415 S. Kedzie,2415 S. Kedzie,,
Report-3416: Sep. 21 1501 E Winslowe Dr Palatine,1501 E Winslowe Dr Palatine,,
"Report-3417: Sep. 21  7153 Golf Rd, Morton Grove, IL 60053"," 7153 Golf Rd, Morton Grove, IL 60053",,
"Report-3418: Sep. 21 616 Hartrey Av Evanston, 60202","616 Hartrey Av Evanston, 60202",,
"Report-3419: Sep. 21 76th and Yates, 60649","76th and Yates, 60649",,
Report-3420: Sep. 21 7153 Golf Rd. Morton Grove IL 60053,7153 Golf Rd. Morton Grove IL 60053,,
"Report-3421: Sep. 21 3 W ALGONQUIN RD, 60005-4401, ARLINGTON HEIGHTS, US","3 W ALGONQUIN RD, 60005-4401, ARLINGTON HEIGHTS, US",,
"Report-3422: Sep. 21 7050 S Cicero Ave, Bedford Park IL 60638","7050 S Cicero Ave, Bedford Park IL 60638",,
"Report-3423: Sep. 21 3647 W North Ave, Chicago, IL 60647","3647 W North Ave, Chicago, IL 60647",,
"Report-3424: Sep. 21 1501 W Roosevelt Rd, West Chicago, IL 60185","1501 W Roosevelt Rd, West Chicago, IL 60185",,
Report-3425: Sep. 21 ,,,
Report-3426: Sep. 21 South Shore Drive and between 75th and 76th street,South Shore Drive and between 75th and 76th street,,
Report-3427: Sep. 21 4520 Dexel,4520 Dexel,,
"Report-3428: Sep. 21 700 Broadview Village Square, Broadview, IL 60155","700 Broadview Village Square, Broadview, IL 60155",,
"Report-3429: Sep. 20 W 56th St & S California Ave, 60629","W 56th St & S California Ave, 60629",,
"Report-3430: Sep. 20 2650 S California Ave #526, Chicago, IL 60608","2650 S California Ave #526, Chicago, IL 60608",,
"Report-3431: Sep. 20 2650 S California Ave #526, Chicago, IL 60608","2650 S California Ave #526, Chicago, IL 60608",,
"Report-3432: Sep. 20 N Genesee St & Grand Ave, 60085","N Genesee St & Grand Ave, 60085",,
"Report-3433: Sep. 20 W 43rd St & S Artesian Ave, 60632","W 43rd St & S Artesian Ave, 60632",,
"Report-3434: Sep. 20 S Union Ave & Roosevelt Rd, 60607","S Union Ave & Roosevelt Rd, 60607",,
Report-3435: Sep. 20 ,,,
"Report-3436: Sep. 20 1728 N Damen Ave, Chicago, IL 60647","1728 N Damen Ave, Chicago, IL 60647",,
"Report-3437: Sep. 20  608 E Golf Rd, Arlington Heights; 60005"," 608 E Golf Rd, Arlington Heights; 60005",,
"Report-3438: Sep. 20 Lower Wellington Ave and Bent, Lesenden PL; 528 Wellington , 60120","Lower Wellington Ave and Bent, Lesenden PL; 528 Wellington , 60120",,
"Report-3439: Sep. 20 4100 S Ashland Ave space 103, Chicago, IL 60609","4100 S Ashland Ave space 103, Chicago, IL 60609",,
"Report-3440: Sep. 20 5th ave and Waterford street, Aurora, IL; 60504","5th ave and Waterford street, Aurora, IL; 60504",,
"Report-3441: Sep. 20 8012 S Essex Ave, Chicago, IL 60617","8012 S Essex Ave, Chicago, IL 60617",,
"Report-3442: Sep. 20 Route 30 and Halsted and 1114 S. Halsted Street, 60607","Route 30 and Halsted and 1114 S. Halsted Street, 60607",,
"Report-3443: Sep. 20 3115 W 26th St, Chicago, IL 60623","3115 W 26th St, Chicago, IL 60623",,
"Report-3444: Sep. 20 4155 S Rockwell St, Chicago, IL 60632","4155 S Rockwell St, Chicago, IL 60632",,
"Report-3445: Sep. 20 2336 S Pulaski Rd, Chicago, IL 60623","2336 S Pulaski Rd, Chicago, IL 60623",,
"Report-3446: Sep. 20 15th St & Broadway, 61104","15th St & Broadway, 61104",,
"Report-3447: Sep. 20 W Altgeld St & Cicero Ave, 60639","W Altgeld St & Cicero Ave, 60639",,
"Report-3448: Sep. 20 W 42nd St & S Rockwell St, 60632","W 42nd St & S Rockwell St, 60632",,
"Report-3449: Sep. 20 2456 N Cicero Ave, Chicago, IL  60639","2456 N Cicero Ave, Chicago, IL  60639",,
"Report-3450: Sep. 20 N Cicero Ave & W Altgeld St, 60639","N Cicero Ave & W Altgeld St, 60639",,
"Report-3451: Sep. 20 2346 E 79th St, Chicago, IL 60649","2346 E 79th St, Chicago, IL 60649",,
"Report-3452: Sep. 20 Crawford Ave and Midlothian Turnpike, 60472","Crawford Ave and Midlothian Turnpike, 60472",,
"Report-3453: Sep. 20 Bennison's Bakery, 1000 Davis Street, Evanston, 60201","Bennison's Bakery, 1000 Davis Street, Evanston, 60201",,
"Report-3454: Sep. 20 15th Ave and Garden Ct, Rockford, IL (Near Beyer Elementary School)","15th Ave and Garden Ct, Rockford, IL (Near Beyer Elementary School)",,
"Report-3455: Sep. 20 45 Symphony Way, Elgin, IL","45 Symphony Way, Elgin, IL",,
"Report-3456: Sep. 20 2345 S Christiana Ave, Chicago, IL 60623","2345 S Christiana Ave, Chicago, IL 60623",,
"Report-3457: Sep. 20 1036 S Halsted St, Chicago Heights","1036 S Halsted St, Chicago Heights",,
"Report-3458: Sep. 20 North Ave and Schmale Rd, Carol Streams","North Ave and Schmale Rd, Carol Streams",,
"Report-3459: Sep. 20 2252 Algonquin Pkwy, Rolling Meadows, IL 60008","2252 Algonquin Pkwy, Rolling Meadows, IL 60008",,
"Report-3460: Sep. 20 Armitage and Keystone, Chicago","Armitage and Keystone, Chicago",,
"Report-3461: Sep. 20 15th Ave and Garden, Rockford IL","15th Ave and Garden, Rockford IL",,
"Report-3462: Sep. 20 Hastings and Liberty/Route 25, Elgin","Hastings and Liberty/Route 25, Elgin",,
"Report-3463: Sep. 20 E. 64th & Woodlawn, Chicago","E. 64th & Woodlawn, Chicago",,
"Report-3464: Sep. 20 Dwight & Liberty Street, Elgin","Dwight & Liberty Street, Elgin",,
Report-3465: Sep. 19 ,,,
"Report-3466: Sep. 19 W Garfield Blvd & S Ashland Ave, 60609","W Garfield Blvd & S Ashland Ave, 60609",,
"Report-3467: Sep. 19 1725 W North Ave Chicago, IL 60622","1725 W North Ave Chicago, IL 60622",,
Report-3468: Sep. 19 Belmont and Lamarie,Belmont and Lamarie,,
Report-3469: Sep. 19 ,,,
"Report-3470: Sep. 19 300 Commons Dr, Chicago Ridge, IL 60415","300 Commons Dr, Chicago Ridge, IL 60415",,
"Report-3471: Sep. 19 Montrose and Lakeshore Drive, 60613","Montrose and Lakeshore Drive, 60613",,
"Report-3472: Sep. 19 Madison and Carpenter, 60607","Madison and Carpenter, 60607",,
"Report-3473: Sep. 19 3815 Highland Ave, Downers Grove, IL 60515","3815 Highland Ave, Downers Grove, IL 60515",,
"Report-3474: Sep. 19 1452 W Elmdale Ave, Chicago, IL  60660","1452 W Elmdale Ave, Chicago, IL  60660",,
"Report-3475: Sep. 19 700 S Farnsworth Ave, Aurora, IL 60505","700 S Farnsworth Ave, Aurora, IL 60505",,
"Report-3476: Sep. 19 2500 S Harlem Ave, North Riverside, IL 60546","2500 S Harlem Ave, North Riverside, IL 60546",,
Report-3477: Sep. 19 ,,,
"Report-3478: Sep. 19 Cermak and Ridgeland, 60402","Cermak and Ridgeland, 60402",,
"Report-3479: Sep. 19 montrose and Pulaski, 60625","montrose and Pulaski, 60625",,
"Report-3480: Sep. 19 813 Main St, West Chicago, IL 60185","813 Main St, West Chicago, IL 60185",,
"Report-3481: Sep. 19 3448 E 118th St, Chicago, IL 60617","3448 E 118th St, Chicago, IL 60617",,
"Report-3482: Sep. 19 201 N Scoville Ave, Oak Park, IL 60302","201 N Scoville Ave, Oak Park, IL 60302",,
"Report-3483: Sep. 19 365 Lake Marian Rd, Carpentersville, IL 60110","365 Lake Marian Rd, Carpentersville, IL 60110",,
"Report-3484: Sep. 19 Gifford St, 60120","Gifford St, 60120",,
"Report-3485: Sep. 19 7122 40th St, Stickney, IL 60402","7122 40th St, Stickney, IL 60402",,
"Report-3486: Sep. 19 Illinois Rte 59 & E Washington St, 60185","Illinois Rte 59 & E Washington St, 60185",,
"Report-3487: Sep. 19 Burr Oaks, 60185","Burr Oaks, 60185",,
"Report-3488: Sep. 19 1425 N Randall Rd, Elgin, IL 60123","1425 N Randall Rd, Elgin, IL 60123",,
"Report-3489: Sep. 19 Stimmel Street, 60185","Stimmel Street, 60185",,
"Report-3490: Sep. 19 200 S Bolingbrook Dr, Bolingbrook, IL 60440","200 S Bolingbrook Dr, Bolingbrook, IL 60440",,
Report-3491: Sep. 19 ,,,
Report-3492: Sep. 19 47th and Halsted ,47th and Halsted ,,
"Report-3493: Sep. 19 31st and Albany headed to 26 down California, 60623","31st and Albany headed to 26 down California, 60623",,
"Report-3494: Sep. 19 4000 N Kolmar Ave, Chicago, IL 60641","4000 N Kolmar Ave, Chicago, IL 60641",,
"Report-3495: Sep. 19  Kautz Street in West Chicago, 60174"," Kautz Street in West Chicago, 60174",,
"Report-3496: Sep. 19 35th and Halsted, 60609","35th and Halsted, 60609",,
"Report-3497: Sep. 19 545 Parker Ave, Aurora, IL 60505","545 Parker Ave, Aurora, IL 60505",,
Report-3498: Sep. 19 Chesterton Weigh Station on i94,Chesterton Weigh Station on i94,,
"Report-3499: Sep. 19 Washington and Central, 60053","Washington and Central, 60053",,
"Report-3500: Sep. 19 200 S Bolingbrook Dr, Bolingbrook, IL 60440","200 S Bolingbrook Dr, Bolingbrook, IL 60440",,
"Report-3501: Sep. 19 S Ridgeway Ave & W 16th St, 60623","S Ridgeway Ave & W 16th St, 60623",,
"Report-3502: Sep. 19 6201 S Fairfield Ave, Chicago, IL 60629","6201 S Fairfield Ave, Chicago, IL 60629",,
Report-3503: Sep. 19 115th west of Kensington Station,115th west of Kensington Station,,
"Report-3504: Sep. 19 8541 s state, 60619","8541 s state, 60619",,
Report-3505: Sep. 19 Indiana entrance to Chicago. Interstate 94 and Cheesterton,Indiana entrance to Chicago. Interstate 94 and Cheesterton,,
"Report-3506: Sep. 19 3901 n Cicero Ave, 60641","3901 n Cicero Ave, 60641",,
Report-3507: Sep. 19 ,,,
"Report-3508: Sep. 19 202-306 W North Ave, Villa Park, IL 60181","202-306 W North Ave, Villa Park, IL 60181",,
Report-3509: Sep. 19 Dollar Tree (exact address unknown; multiple exist),Dollar Tree (exact address unknown; multiple exist),,
Report-3510: Sep. 19 104 Ave (?),104 Ave (?),,
"Report-3511: Sep. 19 8426 W 95th St, Hickory Hills, IL 60457","8426 W 95th St, Hickory Hills, IL 60457",,
"Report-3512: Sep. 19 201 N Scoville Ave, Oak Park, IL 60302","201 N Scoville Ave, Oak Park, IL 60302",,
"Report-3513: Sep. 19 Harrison & Kedzie, 60612","Harrison & Kedzie, 60612",,
Report-3514: Sep. 19 ,,,
"Report-3515: Sep. 19 Custer Ave & Dobson St, 60202","Custer Ave & Dobson St, 60202",,
"Report-3516: Sep. 19 1515 Sheridan Rd, Wilmette, IL 60091","1515 Sheridan Rd, Wilmette, IL 60091",,
"Report-3517: Sep. 19 65th and karlov, 60629","65th and karlov, 60629",,
Report-3518: Sep. 19 4941 W Patterson Ave 60641,4941 W Patterson Ave 60641,,
Report-3519: Sep. 19 65th and Pulaski,65th and Pulaski,,
Report-3520: Sep. 19 302 W North Ave 60181,302 W North Ave 60181,,
"Report-3521: Sep. 19 4719 w shubert av, 60639","4719 w shubert av, 60639",,
Report-3522: Sep. 19 N Green green view and Rodgers Ave ,N Green green view and Rodgers Ave ,,
"Report-3523: Sep. 19 7603 N Greenview Ave, Chicago, IL 60626","7603 N Greenview Ave, Chicago, IL 60626",,
"Report-3524: Sep. 19 I-55 headed toward Bolingbrook near the exit to Joliet road, 60440","I-55 headed toward Bolingbrook near the exit to Joliet road, 60440",,
"Report-3525: Sep. 19 2744 N St Louis Ave, Chicago, IL 60647","2744 N St Louis Ave, Chicago, IL 60647",,
"Report-3526: Sep. 19 4900 s lake shore drive, 60615","4900 s lake shore drive, 60615",,
"Report-3527: Sep. 19 Villa and Wright St, 60120","Villa and Wright St, 60120",,
Report-3528: Sep. 19 Driving west on Lake and Villa Avenue,Driving west on Lake and Villa Avenue,,
"Report-3529: Sep. 19 65th and Karlov, 60629","65th and Karlov, 60629",,
"Report-3530: Sep. 19  Rockwell between 19th and 21st, 60608"," Rockwell between 19th and 21st, 60608",,
"Report-3531: Sep. 19 villa Ave close to Fullerton, 60101","villa Ave close to Fullerton, 60101",,
"Report-3532: Sep. 19 2231 N Central Ave, Chicago, IL 60639 ","2231 N Central Ave, Chicago, IL 60639 ",,
Report-3533: Sep. 19 53 and 390,53 and 390,,
Report-3534: Sep. 19 Belmont y Laramie,Belmont y Laramie,,
Report-3535: Sep. 19 fullerton and pulaski,fullerton and pulaski,,
"Report-3536: Sep. 19 4404 W Berteau, 60641","4404 W Berteau, 60641",,
"Report-3537: Sep. 19 1227 S Kings Cross, West Chicago, IL 60185","1227 S Kings Cross, West Chicago, IL 60185",,
"Report-3538: Sep. 19 1789 Norwood, 60143","1789 Norwood, 60143",,
Report-3539: Sep. 19 En route to Elgin via Route 20,En route to Elgin via Route 20,,
Report-3540: Sep. 19 Dickens and Kilbourn - 60639,Dickens and Kilbourn - 60639,,
Report-3541: Sep. 19 Diversey and mango ,Diversey and mango ,,
"Report-3542: Sep. 19 Diversey and Mango, 60639","Diversey and Mango, 60639",,
Report-3543: Sep. 19 ,,,
Report-3544: Sep. 19 Car driving in between Warrenville and West Chicago ,Car driving in between Warrenville and West Chicago ,,
Report-3545: Sep. 19 1415 Brewster Creek Blvd ,1415 Brewster Creek Blvd ,,
"Report-3546: Sep. 19 1560 Hecht, CT, Barlett, IL, 60103","1560 Hecht, CT, Barlett, IL, 60103",,
"Report-3547: Sep. 19 Marquette rd around Kedzie, 60629","Marquette rd around Kedzie, 60629",,
"Report-3548: Sep. 19 S California Ave & W 21st St, 60608","S California Ave & W 21st St, 60608",,
Report-3549: Sep. 18 ,,,
Report-3550: Sep. 18 59th and rockwell,59th and rockwell,,
"Report-3551: Sep. 18 8256 W Dempster St, Niles, IL 60714","8256 W Dempster St, Niles, IL 60714",,
Report-3552: Sep. 18 111th and Central ,111th and Central ,,
"Report-3553: Sep. 18 950 W 33rd Pl, Chicago, IL 60608","950 W 33rd Pl, Chicago, IL 60608",,
Report-3554: Sep. 18 98th and Central,98th and Central,,
"Report-3555: Sep. 18 1940 W 33rd St, Chicago, IL 60608","1940 W 33rd St, Chicago, IL 60608",,
"Report-3556: Sep. 18 2S700 Continental Dr, Warrenville, IL 60555","2S700 Continental Dr, Warrenville, IL 60555",,
Report-3557: Sep. 18 Wabanisa & Pulaski by North Ave,Wabanisa & Pulaski by North Ave,,
"Report-3558: Sep. 18 S Western Ave & W Garfield Blvd, Chicago, IL 60609","S Western Ave & W Garfield Blvd, Chicago, IL 60609",,
"Report-3559: Sep. 18 Clark and Lake Chicago, IL 60601","Clark and Lake Chicago, IL 60601",,
Report-3560: Sep. 18 ,,,
Report-3561: Sep. 18 ,,,
"Report-3562: Sep. 18 719 N Parkside Ave, Chicago, IL 60644","719 N Parkside Ave, Chicago, IL 60644",,
Report-3563: Sep. 18 ,,,
"Report-3564: Sep. 18 3130 May Rd, Peru, IL 61354","3130 May Rd, Peru, IL 61354",,
Report-3565: Sep. 18 31st and Pulaski/Kominsky,31st and Pulaski/Kominsky,,
Report-3566: Sep. 18 Wayne and Balmoral,Wayne and Balmoral,,
Report-3567: Sep. 18 13th and Damon/13th and Leavitt,13th and Damon/13th and Leavitt,,
"Report-3568: Sep. 18 10740 S Calhoun Ave, Chicago, IL 60617","10740 S Calhoun Ave, Chicago, IL 60617",,
"Report-3569: Sep. 18 1111 W McKinley Rd, Ottawa, IL 61350","1111 W McKinley Rd, Ottawa, IL 61350",,
Report-3570: Sep. 18 Chicago and 63rd ,Chicago and 63rd ,,
"Report-3571: Sep. 18 1555 W Lake St, Addison, IL 60101","1555 W Lake St, Addison, IL 60101",,
"Report-3572: Sep. 18 1111 W McKinley Rd, Ottawa, IL 61350","1111 W McKinley Rd, Ottawa, IL 61350",,
"Report-3573: Sep. 18 Salvation Army 150 N Halsted, Chicago Heights","Salvation Army 150 N Halsted, Chicago Heights",,
Report-3574: Sep. 18 26th and Albany,26th and Albany,,
Report-3575: Sep. 18 ,,,
"Report-3576: Sep. 18 217 S Main St, Elburn, IL 60119, 

","217 S Main St, Elburn, IL 60119, 

",,
Report-3577: Sep. 18 1038 n rohlwing rd addison 60101 ,1038 n rohlwing rd addison 60101 ,,
Report-3578: Sep. 18 3rd St between Hennepin and Crosat Street,3rd St between Hennepin and Crosat Street,,
Report-3579: Sep. 18 63rd and kedzie MFS childcare center,63rd and kedzie MFS childcare center,,
Report-3580: Sep. 18 10740 S Calhoun in South Deering,10740 S Calhoun in South Deering,,
Report-3581: Sep. 18 1628 W Washington,1628 W Washington,,
Report-3582: Sep. 18 1234 N Monticello,1234 N Monticello,,
Report-3583: Sep. 18 Central park and Division,Central park and Division,,
"Report-3584: Sep. 18 N Leclaire Ave & Irving Park RdChicago, IL 60641","N Leclaire Ave & Irving Park RdChicago, IL 60641",,
Report-3585: Sep. 18 ,,,
Report-3586: Sep. 18 841 W Irving Park- BP Gas station,841 W Irving Park- BP Gas station,,
Report-3587: Sep. 18 59th Street and California Ave,59th Street and California Ave,,
Report-3588: Sep. 18 5307 S Francisco,5307 S Francisco,,
"Report-3589: Sep. 18 1440 Freelander Ave Calumet, IL","1440 Freelander Ave Calumet, IL",,
